Cod_SBS,Cod_Emp,Tip_Credit,Nivel2,Moneda,SubCodigoCuenta,Condicion,Val_Saldo,Clasif_Deu,Cod_Cuenta
0102358384,00001,09,81,1,80113020000,000000,0000,0,81180113020000
0102358384,00001,09,84,1,40511000000,000000,0000,0,84140511000000
0102358384,00001,09,14,1,11306020000,000000,0000,0,14111306020000
0135667510,00004,09,14,1,81300000000,000000,0000,0,14181300000000
0135667510,00004,09,14,1,11306020000,000000,0000,0,14111306020000
0135667510,00004,09,72,1,50313000000,000000,0000,0,72150313000000
0135667510,00004,09,81,1,93713010000,000000,0000,0,81193713010000
0095172679,00001,10,81,1,30200000000,361700,0000,0,81130200000000
0125228372,00006,09,14,1,11306020000,000000,0000,0,14111306020000
0125228372,00106,09,14,1,81300000000,000000,0000,0,14181300000000
0125228372,00006,09,14,1,81300000000,000000,0000,0,14181300000000
0125228372,00106,09,81,1,80113020000,000000,0000,0,81180113020000
0125228372,00006,09,84,1,41000000000,000000,0000,0,84141000000000
0125228372,00006,09,81,1,80113020000,000000,0000,0,81180113020000
0125228372,00006,09,81,1,80113010000,000000,0000,0,81180113010000
0125228372,00106,09,84,1,40511000000,000000,0000,0,84140511000000
0125228372,00106,09,14,1,11306020000,000000,0000,0,14111306020000
0125228372,00006,09,84,1,40511000000,000000,0000,0,84140511000000
0125228372,00001,09,72,1,50613000000,000000,0000,0,72150613000000
0125228372,00106,09,84,1,41000000000,000000,0000,0,84141000000000
0125228372,00106,09,81,1,80113010000,000000,0000,0,81180113010000
0162901788,00004,08,81,1,93712010000,000000,0000,0,81193712010000
0162901788,00004,08,81,1,80112020000,000000,0000,0,81180112020000
0162901788,00004,08,14,1,11206020000,000000,0000,0,14111206020000
0162901788,00004,08,72,1,50312000000,000000,0000,0,72150312000000
0162901788,00004,08,81,1,80112010000,000000,0000,0,81180112010000
0162901788,00004,08,84,1,40900000000,033600,0000,0,84140900000000
0162901788,00004,08,14,1,81200000000,000000,0000,0,14181200000000
0162901788,00004,08,84,1,40900000000,034300,0000,0,84140900000000
0162901788,00004,08,15,2,50900000000,000000,0000,0,15250900000000
0167097774,00002,09,84,1,41000000000,000000,0000,0,84141000000000
0167097774,00002,09,81,1,93713010000,000000,0000,0,81193713010000
0167097774,00001,09,84,1,40511000000,000000,0000,0,84140511000000
0167097774,00006,09,72,1,50613000000,000000,0000,0,72150613000000
0167097774,00006,09,81,1,93713010000,000000,0000,0,81193713010000
0167097774,00001,09,81,1,80113010000,000000,0000,0,81180113010000
0167097774,00001,09,29,1,10201000000,000000,0000,0,29110201000000
0167097774,00006,09,81,1,93902010000,000000,0000,0,81193902010000
0167097774,00001,09,81,1,80113020000,000000,0000,0,81180113020000
0167097774,00001,09,14,1,11306020000,000000,0000,0,14111306020000
0167097774,00006,09,84,1,40512000000,000000,0000,0,84140512000000
0167097774,00006,09,81,1,93902020000,000000,0000,0,81193902020000
0167097774,00001,09,81,1,93713010000,000000,0000,0,81193713010000
0167097774,00006,09,15,1,50900000000,000000,0000,0,15150900000000
0167097774,00002,09,14,1,11306020000,000000,0000,0,14111306020000
0167097774,00002,09,14,1,81300000000,000000,0000,0,14181300000000
0167097774,00006,09,14,1,81300000000,000000,0000,0,14181300000000
0167097774,00006,09,14,1,11302000000,000000,0000,0,14111302000000
0167097774,00006,09,14,1,11304000000,000000,0000,0,14111304000000
0113627581,00004,09,84,1,40201020000,054600,0000,0,84140201020000
0113627581,00004,09,14,1,61319060000,016700,0000,0,14161319060000
0113627581,00004,09,14,1,91301000000,000000,0000,0,14191301000000
0088189639,00001,07,14,2,11106090000,000000,0000,0,14211106090000
0088189639,00001,07,14,1,81100000000,000000,0000,0,14181100000000
0088189639,00001,07,14,2,11111000000,000000,0000,0,14211111000000
0088189639,00006,08,14,2,11211000000,000000,0000,0,14211211000000
0088189639,00001,07,84,2,40900000000,000000,0000,0,84240900000000
0088189639,00006,08,14,2,81200000000,000000,0000,0,14281200000000
0088189639,00002,07,84,1,41000000000,000000,0000,0,84141000000000
0088189639,00001,07,29,2,10201000000,000000,0000,0,29210201000000
0088189639,00002,07,14,2,11106090000,000000,0000,0,14211106090000
0088189639,00001,07,81,1,80111020000,000000,0000,0,81180111020000
0088189639,00002,07,84,2,41000000000,000000,0000,0,84241000000000
0088189639,00002,07,84,2,40201020000,074100,0000,0,84240201020000
0088189639,00002,07,14,2,11106010000,000000,0000,0,14211106010000
0088189639,00001,07,84,1,40511000000,000000,0000,0,84140511000000
0088189639,00006,08,84,2,40900000000,000000,0000,0,84240900000000
0088189639,00002,07,14,2,81100000000,000000,0000,0,14281100000000
0088189639,00001,07,81,1,80111010000,000000,0000,0,81180111010000
0088189639,00001,07,14,2,81100000000,000000,0000,0,14281100000000
0088189639,00001,07,14,1,11106090000,000000,0000,0,14111106090000
0151476104,00001,09,14,1,81300000000,000000,0000,0,14181300000000
0151476104,00001,09,72,1,50613000000,000000,0000,0,72150613000000
0151476104,00001,09,81,1,80113010000,000000,0000,0,81180113010000
0151476104,00001,09,84,1,41000000000,000000,0000,0,84141000000000
0151476104,00001,09,84,2,40201020000,087400,0000,0,84240201020000
0151476104,00001,09,14,1,11306020000,000000,0000,0,14111306020000
0151476104,00001,09,14,1,11306090000,000000,0000,0,14111306090000
0151476104,00001,09,84,1,40511000000,000000,0000,0,84140511000000
0151476104,00001,09,81,1,80113020000,000000,0000,0,81180113020000
0122329089,00004,09,14,1,81300000000,000000,0000,0,14181300000000
0122329089,00103,09,14,1,81300000000,000000,0000,0,14181300000000
0122329089,00006,09,14,1,81300000000,000000,0000,0,14181300000000
0122329089,00004,09,14,1,11306020000,002200,0000,0,14111306020000
0122329089,00103,99,84,2,40900000000,000000,0000,0,84240900000000
0122329089,00103,09,84,1,41000000000,000000,0000,0,84141000000000
0122329089,00006,09,14,1,11306020000,000000,0000,0,14111306020000
0122329089,00006,09,81,1,80113020000,000000,0000,0,81180113020000
0122329089,00006,09,84,1,41000000000,000000,0000,0,84141000000000
0122329089,00004,09,14,1,91301000000,000000,0000,0,14191301000000
0122329089,00006,09,81,1,80113010000,000000,0000,0,81180113010000
0122329089,00006,09,84,1,40511000000,000000,0000,0,84140511000000
0122329089,00004,09,15,1,50102000000,000000,0000,0,15150102000000
0122329089,00103,09,14,1,11306090000,000000,0000,0,14111306090000
0117454886,00001,09,72,1,50613000000,000000,0000,0,72150613000000
0117454886,00006,09,72,1,50313000000,000000,0000,0,72150313000000
0162004565,00487,09,14,1,61306020000,075100,0000,0,14161306020000
0162004565,00487,09,14,1,61306020000,076700,0000,0,14161306020000
0162004565,00342,09,14,1,61302000000,000000,0000,0,14161302000000
0168571933,00001,09,84,1,40511000000,000000,0000,0,84140511000000
0168571933,00001,09,81,1,80113020000,000000,0000,0,81180113020000
0168571933,00001,09,14,1,81300000000,000000,0000,0,14181300000000
0168571933,00001,09,81,1,80113010000,000000,0000,0,81180113010000
0168571933,00001,09,29,1,10201000000,000000,0000,0,29110201000000
0168571933,00001,09,14,1,11306020000,000000,0000,0,14111306020000
0168571933,00001,09,81,1,93713010000,000000,0000,0,81193713010000
0168571933,00001,09,71,1,20000000000,000000,0000,0,71120000000000
0102281934,00107,09,14,1,11306020000,000000,0000,0,14111306020000
0102281934,00107,09,84,1,41000000000,000000,0000,0,84141000000000
0102281934,00107,09,81,1,93713010000,000000,0000,0,81193713010000
0102281934,00107,09,29,1,10101000000,000000,0000,0,29110101000000
0102281934,00107,09,84,1,40900000000,000000,0000,0,84140900000000
0102281934,00107,09,14,1,81300000000,000000,0000,0,14181300000000
0168651791,00001,08,84,1,40511000000,000000,0000,0,84140511000000
0168651791,00001,08,14,1,11206020000,000000,0000,0,14111206020000
0168651791,00001,08,72,1,50612000000,000000,0000,0,72150612000000
0168651791,00001,08,81,1,80112010000,000000,0000,0,81180112010000
0168651791,00103,08,14,1,11206090000,000000,0000,0,14111206090000
0168651791,00103,08,84,1,41000000000,000000,0000,0,84141000000000
0168651791,00001,08,81,1,93712010000,000000,0000,0,81193712010000
0168651791,00001,08,29,1,10201000000,000000,0000,0,29110201000000
0168651791,00001,08,14,1,11202000000,000000,0000,0,14111202000000
0168651791,00103,08,81,1,93712010000,000000,0000,0,81193712010000
0168651791,00001,08,14,1,81200000000,000000,0000,0,14181200000000
0168651791,00001,08,81,1,80112020000,000000,0000,0,81180112020000
0168651791,00103,08,14,1,81200000000,000000,0000,0,14181200000000
0168651791,00103,08,14,1,11206020000,000000,0000,0,14111206020000
0165891236,00004,09,14,1,81300000000,000000,0000,0,14181300000000
0165891236,00004,09,81,1,93713010000,000000,0000,0,81193713010000
0165891236,00004,09,14,1,11306020000,000000,0000,0,14111306020000
0152616724,00103,08,81,1,80112020000,000000,0000,0,81180112020000
0152616724,00006,08,72,1,50612000000,000000,0000,0,72150612000000
0152616724,00103,08,81,1,93712010000,000000,0000,0,81193712010000
0152616724,00103,08,81,1,80112010000,000000,0000,0,81180112010000
0152616724,00103,08,14,1,81200000000,000000,0000,0,14181200000000
0152616724,00103,08,84,1,41000000000,000000,0000,0,84141000000000
0152616724,00001,08,72,1,50612000000,000000,0000,0,72150612000000
0152616724,00103,08,14,1,11206020000,000000,0000,0,14111206020000
0152616724,00103,99,84,1,40511000000,000000,0000,0,84140511000000
0152616724,00103,99,84,1,40900000000,000000,0000,0,84140900000000
0153547378,00001,10,72,1,50602000000,000000,0000,0,72150602000000
0103301645,00001,09,81,1,80113010000,000000,0000,0,81180113010000
0103301645,00001,09,84,2,40900000000,000000,0000,0,84240900000000
0103301645,00001,09,29,1,10201000000,000000,0000,0,29110201000000
0103301645,00006,09,81,1,80113010000,000000,0000,0,81180113010000
0103301645,00006,09,14,1,11306020000,000000,0000,0,14111306020000
0103301645,00006,09,84,1,40511000000,000000,0000,0,84140511000000
0103301645,00001,09,81,1,80113020000,000000,0000,0,81180113020000
0103301645,00006,09,84,1,41000000000,000000,0000,0,84141000000000
0103301645,00006,09,81,1,80113020000,000000,0000,0,81180113020000
0103301645,00006,09,14,1,81300000000,000000,0000,0,14181300000000
0103301645,00001,09,84,1,40511000000,000000,0000,0,84140511000000
0103301645,00001,09,14,1,11306020000,000000,0000,0,14111306020000
0103301645,00001,09,72,1,50613000000,000000,0000,0,72150613000000
0119379865,00123,09,84,1,41000000000,000000,0000,0,84141000000000
0119379865,00001,09,14,1,11302000000,000000,0000,0,14111302000000
0119379865,00001,09,14,1,51306020000,008900,0000,0,14151306020000
0119379865,00001,09,14,1,81300000000,000000,0000,0,14181300000000
0119379865,00123,09,29,1,10201000000,000000,0000,0,29110201000000
0119379865,00001,09,81,1,93713010000,000000,0000,0,81193713010000
0119379865,00123,09,81,1,93713010000,000000,0000,0,81193713010000
0119379865,00123,09,84,1,40900000000,000000,0000,0,84140900000000
0119379865,00001,09,14,2,51304000000,143000,0000,0,14251304000000
0119379865,00123,09,14,1,11306020000,000000,0000,0,14111306020000
0119379865,00001,09,14,2,91301000000,000000,0000,0,14291301000000
0119379865,00001,09,14,1,91301000000,000000,0000,0,14191301000000
0144029607,00004,09,14,1,91301000000,000000,0000,0,14191301000000
0144029607,00004,09,29,1,10104000000,000000,0000,0,29110104000000
0144029607,00004,09,84,1,41000000000,000000,0000,0,84141000000000
0144029607,00004,09,14,1,51319060000,008300,0000,0,14151319060000
0110771398,00278,10,81,1,92500000000,066500,0000,0,81192500000000
0110771398,00396,10,14,1,90201000000,198100,0000,0,14190201000000
0110771398,00396,10,14,1,60206090000,198100,0000,0,14160206090000
0149450971,00123,10,14,1,10206020000,000000,0000,0,14110206020000
0149450971,00123,10,81,1,80102020000,000000,0000,0,81180102020000
0149450971,00123,10,84,1,41000000000,000000,0000,0,84141000000000
0149450971,00123,10,81,1,80102010000,000000,0000,0,81180102010000
0149450971,00123,10,84,1,40511000000,000000,0000,0,84140511000000
0149450971,00123,10,84,1,40900000000,000000,0000,0,84140900000000
0149450971,00123,10,14,1,80200000000,000000,0000,0,14180200000000
0127114536,00001,08,81,1,80112010000,000000,0000,0,81180112010000
0127114536,00002,08,81,1,93712010000,000000,0000,0,81193712010000
0127114536,00006,08,81,1,80112020000,000000,0000,0,81180112020000
0127114536,00006,08,81,1,93712010000,000000,0000,0,81193712010000
0127114536,00002,08,14,1,81200000000,000000,0000,0,14181200000000
0127114536,00002,08,14,1,11206020000,000000,0000,0,14111206020000
0127114536,00006,08,14,1,81200000000,000000,0000,0,14181200000000
0127114536,00006,08,84,1,40511000000,000000,0000,0,84140511000000
0127114536,00006,08,84,1,41000000000,000000,0000,0,84141000000000
0127114536,00001,08,81,1,80112020000,000000,0000,0,81180112020000
0127114536,00002,08,14,1,91201000000,000000,0000,0,14191201000000
0127114536,00001,08,29,1,10201000000,000000,0000,0,29110201000000
0127114536,00001,08,14,1,11206020000,000000,0000,0,14111206020000
0127114536,00001,08,84,1,40511000000,000000,0000,0,84140511000000
0127114536,00001,08,84,1,41000000000,000000,0000,0,84141000000000
0127114536,00001,08,84,2,40201020000,019400,0000,0,84240201020000
0127114536,00006,08,72,1,50612000000,000000,0000,0,72150612000000
0127114536,00006,08,14,1,11206020000,000000,0000,0,14111206020000
0127114536,00002,08,14,1,51206010000,005700,0000,0,14151206010000
0127114536,00001,08,81,1,93712010000,000000,0000,0,81193712010000
0127114536,00002,08,84,1,41000000000,000000,0000,0,84141000000000
0127114536,00006,08,14,1,11202000000,000000,0000,0,14111202000000
0127114536,00001,08,14,1,81200000000,000000,0000,0,14181200000000
0127114536,00002,08,14,1,91201000000,005700,0000,0,14191201000000
0127114536,00006,08,81,1,80112010000,000000,0000,0,81180112010000
0200303393,00001,09,14,1,11306020000,000000,0000,0,14111306020000
0200303393,00001,09,29,1,10201000000,000000,0000,0,29110201000000
0200303393,00001,09,84,1,40511000000,000000,0000,0,84140511000000
0200303393,00001,09,81,1,80113010000,000000,0000,0,81180113010000
0200303393,00001,09,81,1,80113020000,000000,0000,0,81180113020000
0103799589,00278,10,81,1,30200000000,240400,0000,0,81130200000000
0154354042,00004,08,14,1,81200000000,000000,0000,0,14181200000000
0154354042,00004,08,71,1,20000000000,000000,0000,0,71120000000000
0154354042,00004,08,84,1,40511000000,000000,0000,0,84140511000000
0154354042,00004,08,14,1,11211000000,000000,0000,0,14111211000000
0154354042,00004,08,81,1,80112020000,000000,0000,0,81180112020000
0154354042,00004,08,14,1,11206020000,000000,0000,0,14111206020000
0154354042,00004,08,84,2,41000000000,000000,0000,0,84241000000000
0154354042,00004,08,81,1,80112010000,000000,0000,0,81180112010000
0154354042,00004,08,84,1,40209000000,000000,0000,0,84140209000000
0154354042,00004,08,84,1,40208000000,000000,0000,0,84140208000000
0143188116,00001,10,72,1,50602000000,000000,0000,0,72150602000000
0139097742,00278,10,81,1,30200000000,203900,0000,0,81130200000000
0167103871,00002,08,14,1,11206020000,000000,0000,0,14111206020000
0167103871,00006,08,14,1,81200000000,000000,0000,0,14181200000000
0167103871,00001,08,72,1,50612000000,000000,0000,0,72150612000000
0167103871,00001,08,14,1,11202000000,000000,0000,0,14111202000000
0167103871,00001,08,14,1,81200000000,000000,0000,0,14181200000000
0167103871,00006,08,84,2,40201020000,000000,0000,0,84240201020000
0167103871,00002,08,84,1,41000000000,000000,0000,0,84141000000000
0167103871,00002,08,84,1,40511000000,000000,0000,0,84140511000000
0167103871,00002,08,81,1,93712010000,000000,0000,0,81193712010000
0167103871,00006,08,84,1,41000000000,000000,0000,0,84141000000000
0167103871,00006,08,81,1,93712010000,000000,0000,0,81193712010000
0167103871,00006,08,14,1,11206020000,000000,0000,0,14111206020000
0167103871,00002,08,14,1,81200000000,000000,0000,0,14181200000000
0167103871,00002,08,81,1,80112010000,000000,0000,0,81180112010000
0104741398,00001,09,81,1,30200000000,079700,0000,0,81130200000000
0142373602,00106,10,84,1,40511000000,000000,0000,0,84140511000000
0142373602,00106,10,81,1,80102020000,000000,0000,0,81180102020000
0142373602,00106,10,84,1,41000000000,000000,0000,0,84141000000000
0142373602,00106,10,14,1,10206020000,000000,0000,0,14110206020000
0142373602,00106,10,81,1,80102010000,000000,0000,0,81180102010000
0142373602,00106,10,14,1,80200000000,000000,0000,0,14180200000000
0114425770,00006,09,14,1,81300000000,000000,0000,0,14181300000000
0114425770,00006,09,81,1,93713010000,000000,0000,0,81193713010000
0114425770,00006,09,14,1,11302000000,000000,0000,0,14111302000000
0114425770,00006,09,81,1,80113020000,000000,0000,0,81180113020000
0114425770,00006,09,81,1,80113010000,000000,0000,0,81180113010000
0114425770,00006,09,72,1,50613000000,000000,0000,0,72150613000000
0114425770,00006,09,84,1,41000000000,000000,0000,0,84141000000000
0114425770,00006,09,84,1,40511000000,000000,0000,0,84140511000000
0114425770,00006,09,14,1,11306020000,000000,0000,0,14111306020000
0154959297,00006,09,14,1,61319060000,057700,0000,0,14161319060000
0154959297,00006,09,14,1,91301000000,000000,0000,0,14191301000000
0154959297,00006,09,84,1,41000000000,000000,0000,0,84141000000000
0100748711,00001,09,14,1,51304000000,004400,0000,0,14151304000000
0100748711,00001,09,14,1,91301000000,000000,0000,0,14191301000000
0104699243,00006,09,84,1,41000000000,000000,0000,0,84141000000000
0104699243,00001,09,81,1,80113010000,000000,0000,0,81180113010000
0104699243,00004,09,72,1,50313000000,000000,0000,0,72150313000000
0104699243,00001,09,29,1,10201000000,000000,0000,0,29110201000000
0104699243,00006,09,14,1,81300000000,000000,0000,0,14181300000000
0104699243,00001,09,81,1,80113020000,000000,0000,0,81180113020000
0104699243,00001,09,84,1,40511000000,000000,0000,0,84140511000000
0104699243,00006,09,81,1,80113020000,000000,0000,0,81180113020000
0104699243,00006,09,81,1,93713010000,000000,0000,0,81193713010000
0104699243,00006,09,84,1,40511000000,000000,0000,0,84140511000000
0104699243,00006,09,14,1,11306020000,000000,0000,0,14111306020000
0104699243,00006,09,81,1,80113010000,000000,0000,0,81180113010000
0104699243,00001,09,14,1,11306020000,000000,0000,0,14111306020000
0155035927,00002,09,81,1,80113010000,000000,0000,0,81180113010000
0155035927,00002,09,84,1,40511000000,000000,0000,0,84140511000000
0155035927,00002,09,14,1,11306020000,000000,0000,0,14111306020000
0155035927,00002,09,14,1,81300000000,000000,0000,0,14181300000000
0141755854,00101,09,14,1,81300000000,000000,0000,0,14181300000000
0141755854,00101,09,81,1,93713010000,000000,0000,0,81193713010000
0141755854,00112,09,14,1,11306020000,000000,0000,0,14111306020000
0141755854,00101,09,29,1,10101000000,000000,0000,0,29110101000000
0141755854,00112,09,14,1,81300000000,000000,0000,0,14181300000000
0141755854,00101,09,14,1,11306020000,000000,0000,0,14111306020000
0104676987,00001,09,14,1,11304000000,000000,0000,0,14111304000000
0009092471,00368,09,81,2,30200000000,651600,0000,0,81230200000000
0113234482,00110,09,84,1,40900000000,000000,0000,0,84140900000000
0113234482,00110,09,14,1,61306020000,239900,0000,0,14161306020000
0113234482,00110,09,14,1,91301000000,239900,0000,0,14191301000000
0113234482,00110,09,84,1,41000000000,000000,0000,0,84141000000000
0113234482,00396,09,14,1,91301000000,267800,0000,0,14191301000000
0113234482,00001,09,81,1,30200000000,334600,0000,0,81130200000000
0113234482,00396,09,14,1,61306090000,267800,0000,0,14161306090000
0110812850,00001,08,81,1,80112020000,000000,0000,0,81180112020000
0110812850,00001,08,14,1,11206090000,000000,0000,0,14111206090000
0110812850,00001,08,72,2,50412000000,000000,0000,0,72250412000000
0110812850,00001,08,84,1,40511000000,000000,0000,0,84140511000000
0110812850,00001,08,71,2,20000000000,000000,0000,0,71220000000000
0110812850,00001,08,81,1,80112010000,000000,0000,0,81180112010000
0110812850,00001,08,14,1,81200000000,000000,0000,0,14181200000000
0117848035,00006,09,72,1,50613000000,000000,0000,0,72150613000000
0175075747,00006,08,14,1,81200000000,000000,0000,0,14181200000000
0175075747,00006,08,84,1,40511000000,000000,0000,0,84140511000000
0175075747,00004,08,14,1,81200000000,000000,0000,0,14181200000000
0175075747,00001,08,14,1,11202000000,000000,0000,0,14111202000000
0175075747,00006,08,81,1,80112010000,000000,0000,0,81180112010000
0175075747,00006,08,81,1,80112020000,000000,0000,0,81180112020000
0175075747,00004,08,84,2,41000000000,000000,0000,0,84241000000000
0175075747,00004,08,14,1,11206020000,000000,0000,0,14111206020000
0175075747,00001,08,84,2,40201020000,071400,0000,0,84240201020000
0175075747,00004,08,84,2,40201020000,029700,0000,0,84240201020000
0175075747,00006,08,71,1,20000000000,000000,0000,0,71120000000000
0175075747,00001,08,81,1,93712010000,000000,0000,0,81193712010000
0175075747,00001,08,14,1,81200000000,000000,0000,0,14181200000000
0175075747,00006,08,84,2,40201020000,000000,0000,0,84240201020000
0175075747,00006,08,84,1,41000000000,000000,0000,0,84141000000000
0175075747,00006,08,14,1,11206020000,000000,0000,0,14111206020000
0008457263,00480,10,81,2,30200000000,840500,0000,0,81230200000000
0008457263,00480,10,81,2,30200000000,748400,0000,0,81230200000000
0176590238,00001,10,14,1,50204000000,009100,0000,0,14150204000000
0176590238,00001,10,14,1,90201000000,000000,0000,0,14190201000000
0112245618,00301,10,14,2,50205010000,333000,0000,0,14250205010000
0109618063,00055,09,84,2,40900000000,168800,0000,0,84240900000000
0109618063,00001,09,14,1,41306020000,000000,0000,0,14141306020000
0109618063,00055,09,84,2,41000000000,000000,0000,0,84241000000000
0109618063,00001,09,84,2,40201020000,097200,0000,0,84240201020000
0109618063,00001,09,81,1,93713010000,000000,0000,0,81193713010000
0109618063,00001,09,84,2,40201020000,019500,0000,0,84240201020000
0153538727,00001,10,81,1,30200000000,226700,0000,0,81130200000000
0153538727,00001,10,14,1,90201000000,000000,0000,0,14190201000000
0153538727,00001,10,14,1,50204000000,152400,0000,0,14150204000000
0148718989,00004,09,14,1,91301000000,000000,0000,0,14191301000000
0148718989,00004,09,84,1,40209000000,000000,0000,0,84140209000000
0148718989,00004,09,14,1,51311000000,025000,0000,0,14151311000000
0148718989,00004,09,84,1,40208000000,000000,0000,0,84140208000000
0108619449,00382,09,14,1,51319060000,143600,0000,0,14151319060000
0108619449,00001,09,81,1,30200000000,046800,0000,0,81130200000000
0108619449,00004,09,81,1,30200000000,082300,0000,0,81130200000000
0103399211,00001,09,81,1,30200000000,113600,0000,0,81130200000000
0164313620,00123,09,84,1,41000000000,000000,0000,0,84141000000000
0164313620,00004,09,81,1,30200000000,039900,0000,0,81130200000000
0164313620,00123,09,84,1,40900000000,000000,0000,0,84140900000000
0164313620,00004,09,72,1,50313000000,000000,0000,0,72150313000000
0164313620,00123,09,81,1,30200000000,072800,0000,0,81130200000000
0098316892,00001,10,84,2,40900000000,000000,0000,0,84240900000000
0126738714,00001,09,72,1,50613000000,000000,0000,0,72150613000000
0126738714,00103,09,81,1,93713010000,000000,0000,0,81193713010000
0126738714,00001,09,81,1,80113010000,000000,0000,0,81180113010000
0126738714,00001,09,14,1,11302000000,000000,0000,0,14111302000000
0126738714,00001,09,81,1,93713010000,000000,0000,0,81193713010000
0126738714,00103,09,84,1,41000000000,000000,0000,0,84141000000000
0126738714,00001,09,14,1,11306020000,000000,0000,0,14111306020000
0126738714,00001,09,29,1,10201000000,000000,0000,0,29110201000000
0126738714,00001,09,14,1,81300000000,000000,0000,0,14181300000000
0126738714,00103,09,14,1,11306020000,000000,0000,0,14111306020000
0126738714,00001,09,84,1,40511000000,000000,0000,0,84140511000000
0126738714,00006,09,14,1,11306020000,000000,0000,0,14111306020000
0126738714,00006,09,81,1,93713010000,000000,0000,0,81193713010000
0126738714,00103,09,14,1,81300000000,000000,0000,0,14181300000000
0126738714,00006,09,14,1,81300000000,000000,0000,0,14181300000000
0126738714,00001,09,81,1,80113020000,000000,0000,0,81180113020000
0139563549,00001,09,81,1,80113010000,000000,0000,0,81180113010000
0139563549,00001,09,29,1,10201000000,000000,0000,0,29110201000000
0139563549,00001,09,72,1,50613000000,000000,0000,0,72150613000000
0139563549,00123,09,84,1,40900000000,000000,0000,0,84140900000000
0139563549,00123,09,81,1,93713010000,000000,0000,0,81193713010000
0139563549,00123,09,14,1,11306020000,000000,0000,0,14111306020000
0139563549,00001,09,81,1,93713010000,000000,0000,0,81193713010000
0139563549,00123,09,84,1,41000000000,000000,0000,0,84141000000000
0139563549,00001,09,81,1,80113020000,000000,0000,0,81180113020000
0139563549,00001,09,14,1,11306020000,000000,0000,0,14111306020000
0139563549,00001,09,14,1,11302000000,000000,0000,0,14111302000000
0139563549,00001,09,14,1,81300000000,000000,0000,0,14181300000000
0139563549,00001,09,84,1,40511000000,000000,0000,0,84140511000000
0139563549,00123,09,29,1,10201000000,000000,0000,0,29110201000000
0156166022,00001,09,14,1,11302000000,000500,0000,0,14111302000000
0156166022,00106,09,81,1,80113020000,000000,0000,0,81180113020000
0156166022,00001,09,14,1,81300000000,000000,0000,0,14181300000000
0156166022,00001,09,81,1,93713010000,000000,0000,0,81193713010000
0156166022,00106,09,14,1,81300000000,000000,0000,0,14181300000000
0156166022,00106,09,84,1,41000000000,000000,0000,0,84141000000000
0156166022,00001,09,14,1,81300000000,000500,0000,0,14181300000000
0156166022,00106,09,14,1,11306020000,000000,0000,0,14111306020000
0156166022,00106,09,84,1,40511000000,000000,0000,0,84140511000000
0156166022,00001,09,14,1,11306020000,000000,0000,0,14111306020000
0156166022,00001,09,14,1,11304000000,000000,0000,0,14111304000000
0156166022,00106,09,81,1,80113010000,000000,0000,0,81180113010000
0156166022,00001,09,84,1,41000000000,000000,0000,0,84141000000000
0095786774,00006,08,71,1,20000000000,000000,0000,0,71120000000000
0095786774,00006,08,14,1,11206020000,000000,0000,0,14111206020000
0095786774,00006,08,81,1,80112010000,000000,0000,0,81180112010000
0095786774,00006,08,84,1,40511000000,000000,0000,0,84140511000000
0095786774,00006,08,81,1,80112020000,000000,0000,0,81180112020000
0095786774,00006,08,84,2,40201020000,000000,0000,0,84240201020000
0095786774,00006,08,14,1,81200000000,000000,0000,0,14181200000000
0095786774,00006,08,84,1,41000000000,000000,0000,0,84141000000000
0095501265,00103,09,84,1,41000000000,000000,0000,0,84141000000000
0095501265,00101,09,14,1,11306020000,000000,0000,0,14111306020000
0095501265,00101,09,81,1,80113010000,000000,0000,0,81180113010000
0095501265,00101,09,14,1,81300000000,000000,0000,0,14181300000000
0095501265,00101,09,84,1,41000000000,000000,0000,0,84141000000000
0095501265,00103,09,14,1,11306020000,000000,0000,0,14111306020000
0095501265,00101,09,81,1,80113020000,000000,0000,0,81180113020000
0095501265,00101,09,29,1,10101000000,000000,0000,0,29110101000000
0095501265,00101,09,84,1,40511000000,000000,0000,0,84140511000000
0095501265,00103,09,14,1,81300000000,000000,0000,0,14181300000000
0095501265,00103,09,81,1,93713010000,000000,0000,0,81193713010000
0095501265,00101,09,81,1,93713010000,000000,0000,0,81193713010000
0087202771,00006,10,14,1,10202010000,000000,0000,0,14110202010000
0087202771,00006,10,81,1,93702010000,000000,0000,0,81193702010000
0087202771,00006,10,14,1,10202090000,000000,0000,0,14110202090000
0087202771,00006,10,14,1,80200000000,000000,0000,0,14180200000000
0087202771,00006,10,72,1,50602000000,000000,0000,0,72150602000000
0169852022,00103,99,84,2,40900000000,000000,0000,0,84240900000000
0113443464,00004,09,81,1,30200000000,021000,0000,0,81130200000000
0113443464,00001,09,84,2,40900000000,000000,0000,0,84240900000000
0167937888,00001,08,29,1,10201000000,000000,0000,0,29110201000000
0167937888,00001,08,14,1,11206020000,000000,0000,0,14111206020000
0167937888,00001,08,84,1,40511000000,000000,0000,0,84140511000000
0167937888,00103,10,14,1,80200000000,000000,0000,0,14180200000000
0167937888,00103,10,14,1,10206020000,000000,0000,0,14110206020000
0167937888,00103,10,84,1,41000000000,000000,0000,0,84141000000000
0167937888,00001,08,81,1,80112010000,000000,0000,0,81180112010000
0167937888,00001,08,81,1,80112020000,000000,0000,0,81180112020000
